30,1,1,1.9459
35,1,1,2.9444
57,1,1,2.5649
70,1,1,1.3863
132,1,1,1.3863
180,1,1,1.3863
19,4,1,1.9459
19,17,1,1.9459
1,1,2,6.7639
5,1,2,4.7362
6,1,2,5.3279
7,1,2,1.6094
8,1,2,4.3175
9,1,2,4.9698
10,1,2,0.69315
12,1,2,6.1247
14,1,2,0.69315
15,1,2,3.8286
16,1,2,4.9836
17,1,2,2.0794
18,1,2,4.0943
19,1,2,8.6426
20,1,2,4.4659
21,1,2,4.1744
22,1,2,6.6039
23,1,2,8.9958
24,1,2,4.3567
26,1,2,1.3863
27,1,2,4.1431
28,1,2,6.6067
31,1,2,3.0445
32,1,2,3.434
33,1,2,5.8833
35,1,2,6.1841
36,1,2,2.0794
37,1,2,5.3327
38,1,2,0.69315
39,1,2,6.142
40,1,2,5.193
41,1,2,4.8283
42,1,2,4.382
43,1,2,5.1874
44,1,2,4.3307
45,1,2,4.5433
47,1,2,6.1591
48,1,2,2.6391
50,1,2,6.2748
52,1,2,7.961
53,1,2,4.4308
54,1,2,6.1442
55,1,2,5.124
56,1,2,6.1312
57,1,2,6.6214
58,1,2,5.7203
60,1,2,3.1781
62,1,2,6.3852
63,1,2,5.2149
64,1,2,4.4773
65,1,2,1.0986
66,1,2,2.4849
67,1,2,3.8501
68,1,2,4.4886
69,1,2,5.0239
70,1,2,6.2766
71,1,2,5.4638
72,1,2,4.1589
73,1,2,5.7004
74,1,2,4.0073
75,1,2,5.649
76,1,2,5.4806
77,1,2,6.2879
79,1,2,5.323
80,1,2,5.8833
81,1,2,5.4553
82,1,2,4.7095
83,1,2,2.3979
84,1,2,4.0073
85,1,2,3.4965
86,1,2,1.3863
87,1,2,0.69315
89,1,2,5.0562
90,1,2,3.6376
91,1,2,5.0106
92,1,2,4.7536
93,1,2,7.0741
94,1,2,6.1944
95,1,2,5.8493
96,1,2,5.5759
98,1,2,0.69315
99,1,2,6.2558
101,1,2,3.9703
102,1,2,1.7918
103,1,2,5.3799
104,1,2,6.5999
105,1,2,1.3863
106,1,2,5.9189
110,1,2,3.8918
111,1,2,2.9444
112,1,2,4.8363
113,1,2,2.7081
114,1,2,6.1924
116,1,2,6.3008
119,1,2,6.2538
122,1,2,3.4012
126,1,2,3.5264
128,1,2,4.6151
131,1,2,4.1589
132,1,2,6.9217
133,1,2,5.7991
134,1,2,7.7354
135,1,2,5.2257
137,1,2,5.6699
138,1,2,5.7683
140,1,2,1.3863
141,1,2,5.8805
142,1,2,3.091
143,1,2,5.323
144,1,2,5.1475
147,1,2,5.0876
149,1,2,3.2958
150,1,2,4.1897
151,1,2,3.2958
153,1,2,4.0604
156,1,2,5.6971
157,1,2,2.9444
161,1,2,6.0355
163,1,2,4.2767
164,1,2,7.3045
165,1,2,3.3673
167,1,2,4.9836
169,1,2,3.434
170,1,2,4.2485
171,1,2,3.6376
172,1,2,5.79
173,1,2,6.9976
174,1,2,5.2883
175,1,2,3.6889
177,1,2,6.4661
178,1,2,4.9053
179,1,2,5.9216
180,1,2,5.2679
182,1,2,6.667
183,1,2,5.4072
184,1,2,4.7185
185,1,2,5.124
186,1,2,4.382
187,1,2,3.6109
188,1,2,5.7137
189,1,2,4.4308
190,1,2,6.0684
192,1,2,7.2086
193,1,2,5.8551
194,1,2,4.6444
199,1,2,6.0707
200,1,2,3.5264
23,2,2,3.6889
35,2,2,0.69315
68,2,2,5.7838
76,2,2,0.69315
78,2,2,2.0794
113,2,2,4.2767
136,2,2,1.6094
150,2,2,0.69315
154,2,2,1.9459
170,2,2,4.6052
171,2,2,1.0986
173,2,2,0.69315
196,2,2,2.0794
4,3,2,4.8122
13,3,2,1.3863
18,3,2,0.69315
23,3,2,1.6094
26,3,2,0.69315
35,3,2,1.0986
37,3,2,1.0986
38,3,2,1.0986
42,3,2,1.0986
51,3,2,2.0794
57,3,2,4.0073
59,3,2,2.1972
68,3,2,6.3026
72,3,2,1.3863
77,3,2,2.7081
84,3,2,1.0986
91,3,2,0.69315
92,3,2,3.1355
96,3,2,1.3863
99,3,2,2.3026
104,3,2,1.9459
113,3,2,1.3863
133,3,2,1.0986
134,3,2,0.69315
136,3,2,0.69315
145,3,2,0.69315
154,3,2,0.69315
161,3,2,1.6094
164,3,2,1.6094
166,3,2,4.1109
169,3,2,2.0794
193,3,2,1.6094
194,3,2,0.69315
2,4,2,1.6094
4,4,2,2.5649
13,4,2,1.0986
19,4,2,7.2786
23,4,2,1.0986
35,4,2,1.0986
59,4,2,1.3863
68,4,2,4.8283
72,4,2,1.6094
76,4,2,0.69315
77,4,2,2.1972
80,4,2,0.69315
84,4,2,1.7918
92,4,2,2.9444
93,4,2,2.7081
132,4,2,0.69315
133,4,2,1.0986
145,4,2,1.3863
164,4,2,0.69315
166,4,2,3.2189
169,4,2,1.0986
185,4,2,1.0986
195,4,2,0.69315
4,5,2,3.1781
19,5,2,2.0794
40,5,2,1.3863
59,5,2,0.69315
64,5,2,2.9444
89,5,2,0.69315
97,5,2,2.0794
127,5,2,0.69315
133,5,2,1.0986
139,5,2,4.8675
161,5,2,6.0014
1,7,2,1.3863
4,7,2,3.1355
7,7,2,0.69315
8,7,2,0.69315
9,7,2,1.7918
12,7,2,1.9459
18,7,2,0.69315
19,7,2,2.1972
20,7,2,1.6094
22,7,2,3.7842
23,7,2,2.5649
25,7,2,2.9444
27,7,2,1.9459
28,7,2,2.1972
29,7,2,1.6094
32,7,2,0.69315
33,7,2,3.6376
38,7,2,0.69315
39,7,2,1.7918
40,7,2,2.1972
42,7,2,0.69315
46,7,2,1.9459
47,7,2,2.6391
48,7,2,1.6094
52,7,2,4.0604
53,7,2,2.6391
54,7,2,1.6094
55,7,2,1.7918
57,7,2,1.0986
58,7,2,0.69315
59,7,2,3.8286
62,7,2,3.3673
63,7,2,1.0986
64,7,2,2.9444
67,7,2,2.7081
68,7,2,1.0986
69,7,2,2.3026
71,7,2,1.7918
73,7,2,3.6889
76,7,2,3.0445
77,7,2,3.2958
78,7,2,0.69315
79,7,2,1.0986
80,7,2,1.3863
84,7,2,1.6094
93,7,2,2.8904
95,7,2,2.3026
97,7,2,2.0794
99,7,2,3.2189
100,7,2,1.0986
104,7,2,3.5835
112,7,2,3.3322
113,7,2,1.0986
114,7,2,2.8904
126,7,2,2.1972
127,7,2,0.69315
132,7,2,1.0986
133,7,2,0.69315
136,7,2,2.0794
139,7,2,4.8675
145,7,2,2.0794
147,7,2,3.8918
149,7,2,0.69315
150,7,2,2.0794
154,7,2,3.3673
156,7,2,1.0986
161,7,2,5.9687
164,7,2,2.5649
169,7,2,0.69315
170,7,2,3.4965
171,7,2,1.3863
172,7,2,3.2581
173,7,2,3.8918
177,7,2,0.69315
181,7,2,1.7918
182,7,2,2.9957
183,7,2,3.4965
184,7,2,1.0986
185,7,2,1.9459
188,7,2,1.7918
189,7,2,1.3863
190,7,2,2.4849
194,7,2,1.0986
